,AFP,F2,CEACAM5,TP53,CD8A,ASPM,CCNB1,CDK1,DLGAP5,KIF20A,MT1X,TOP2A,SOCS2,AKR1C3,PTEN,FAM83D,CDC20,AOX1,CYP2E1,LAMC1,UBE4B,HSPH1,HNF1A,SF3B1,APC2,CHST4,HGF,MTHFD2,AGO3,PRC1,UBE2C,NUSAP1,IRF9,PFKFB3,DTX3L,UTP15,ALG5,labels
GSM4043310_HCC191_HTA_2_0.CEL,5.29884630950321,9.77911801628486,4.6625646096438,6.70433802574514,6.26446223332777,5.81243428647482,4.88435584389284,3.587825758852,4.27432244384449,5.07258907166011,9.64825254956291,5.61164522191891,6.09677043895382,8.29523416538364,7.05359807040492,5.9459420935308,5.97192463352047,10.8465356295372,11.3248247246858,8.11506114409751,7.01485155441614,7.6962265303648,6.78505734821318,8.65890992356396,6.08658099493965,5.9680552109056,6.02556813115639,4.7453237809132,6.55841321759243,5.8565107319575,5.96950201753577,5.72819980717716,6.64984134819542,6.85456774575363,7.77822463490569,5.50992022758852,5.85944108628587,cancer
GSM4043311_HCC192_HTA_2_0.CEL,3.3594022305078,9.75187962335181,4.5786855432248,7.13640931307366,6.05908083825226,6.46785190013948,5.38984431775144,4.0686559877189,4.87033769723646,5.46698932412825,7.53507809584475,6.06573323248694,5.72097033770046,8.44793088936023,7.63988323227974,6.45228257266974,5.86440903181481,10.9753383417746,5.49263305559261,8.26785555786129,7.08124534454967,7.57114460833288,6.78468295754526,8.86496103565429,6.03874004823007,4.99916220455039,3.93037765729094,4.66832532839364,6.32237360542933,5.93067527950639,6.02661283540553,6.23208549030301,6.48924891910956,6.30368502640306,8.70522621468621,6.51477040264891,5.76122293299342,cancer
GSM4043312_HCC193_HTA_2_0.CEL,5.65640401893919,9.35109372038695,4.40649937083524,7.20313532130948,5.99054317578723,5.70367870611443,5.63544816826094,4.36923786078069,5.25326647158364,5.82530350727486,9.19182375559051,6.45041643254143,5.82575905949302,8.43282075697575,7.8022375870163,6.43727737022435,6.06268861305026,8.90412275613192,11.9808707186867,8.43918321751958,7.94968643382046,7.54862966621368,6.86265575673612,9.0101860936842,6.02936674665986,5.11785077810394,4.93483103491668,4.48577296099682,6.86993056576175,6.39178337211033,6.01350205587953,6.69200688349718,6.78421536371274,6.23987127083154,8.22817613180139,5.31733547637667,5.76122293299342,cancer
GSM4043313_HCC200_HTA_2_0.CEL,10.3338107264811,9.80017878686336,4.52862705274991,6.95806270169476,5.85348603202062,7.55299537520976,5.67742510483496,4.79828737019307,5.7844605871773,6.03919047305278,5.99632258255011,6.96072088253977,6.15740532317177,7.56407014626664,7.83088904151826,6.39187461859822,5.92908904320545,9.01541724827569,11.7445016675186,8.51369649952586,6.69511854717814,6.74098665681659,6.94455214262335,8.81770437839471,5.93142297546281,4.76366409084442,4.20195005818225,4.65085392056533,6.32919064919312,6.81459276802458,6.11590613063246,7.0864053755829,6.80333319497608,6.21871352062439,7.96724379219376,6.04911542791876,5.4545309168587,cancer
GSM4043314_HCC201_HTA_2_0.CEL,6.39838407143929,10.3292710289683,4.62487779417839,6.56829539978952,6.01190269806204,6.2739690816374,5.14063723180759,3.45472158401215,4.77686327567215,5.21153456947947,6.6214932116868,5.89949596247536,6.20614179350861,7.18770352785366,6.86488512631469,5.77410123354987,6.03630317695863,9.08593043710491,11.23507988636,7.83579160767396,7.33638898959699,6.64994922843078,6.91851467567126,8.65240021520134,6.18764901941163,5.02258316121495,4.28500059973826,4.62429551632391,7.18120022490372,5.41119408111036,6.05158364690531,6.1966945043921,6.69957108305709,6.60986935760096,7.02464675639564,5.31665115944102,5.94586784535801,cancer
GSM4043315_NTL004_HTA_2_0.CEL,3.82605958399263,10.5144598728025,4.67135107266519,6.95768457528908,6.23658055368967,3.3437975133084,4.43407255622034,2.9949446529336,3.59279426535276,4.43580760960288,10.7985367796868,3.93864090723139,5.68641205114198,6.90659465763636,7.56795652749489,5.52070895030453,5.72153892797876,10.6878592284632,11.7373102542241,6.76978892813944,6.97290454123983,6.8229751471758,6.92610596995695,8.51460491870683,6.25065025238806,5.74088050058217,6.34801987993332,5.20305277420697,6.57717913831278,4.70158008497405,5.68765416808744,4.42855235707261,6.86041929127152,7.11178927426877,7.36928753191662,5.22624916201388,5.88694302580075,healthy
GSM4043316_NTL011_HTA_2_0.CEL,3.55847820507538,10.3712983541746,4.57098640679632,6.80449232001734,6.29480760672041,4.92317979918907,5.00810066765076,3.73950137434829,4.37030052333942,4.9891228240938,10.9133313632786,5.27024759636694,7.8294211398719,6.62195631581122,7.52079162087848,5.84550110954899,5.92082845296621,10.9069995378014,11.731691073268,6.60000333722518,6.97152853909298,6.63617847706411,6.91938564646331,8.56656543274244,6.32421097854615,5.5240259809608,6.48304842805681,4.5100750779379,6.53777009484522,5.75346602688918,5.94583895680472,6.17671927042538,6.91286783291565,7.42566623085763,7.66189123332423,4.96254074985678,5.69942025156587,healthy
GSM4043317_NTL013_HTA_2_0.CEL,3.94396772042354,10.4601308986807,4.56138075048429,6.71052731297844,6.39398487290528,3.34529639239887,4.40035367421061,3.03063699871471,3.54208409596603,4.4771091980261,10.6303738796796,3.64208609081997,6.9461918453748,6.85106461636244,7.25486027941684,6.09766091359145,5.68524637437598,10.9860723475627,11.8297723840146,6.52155606578263,7.03726069293563,6.71741977721041,7.05301139862852,8.54716502017915,6.41890043594473,5.27359824369792,6.31457150166669,4.39242724830046,6.55841321759243,4.74838213012346,5.76608937173787,4.73077509727509,6.75425289042586,6.84162586507768,7.3233067802565,4.79028882718103,5.79968377146719,healthy
GSM4043318_NTL015_HTA_2_0.CEL,3.58743878149039,10.3276339599959,4.71942172119429,6.8281713894524,6.6025876540724,3.32940110304909,4.59466080797122,3.19606169782789,3.6652541505054,4.51963811165001,11.1053022990149,3.80110755193556,7.37947957601476,6.48964073259904,7.50523189204196,5.56296355008202,5.86230867132719,10.8748795960811,11.6132509800269,6.54925231406494,6.78279383306723,7.18507839162177,6.86192337724544,8.4443586000377,6.42614653368606,5.51197432167278,7.14363180115554,5.04402710751301,6.29716234787316,4.77908239540464,5.82069741314094,4.87698714956522,6.74023985241762,8.14425882278725,7.41113249231412,5.16606777174935,5.67929205265849,healthy
GSM4043319_NTL016_HTA_2_0.CEL,3.8315974910537,10.5207962063275,4.44408133642352,6.88580729347908,6.35184944353152,3.31211890249709,4.38006551866911,2.94805321872158,3.48650654451187,4.19279049901689,10.8388373456334,3.64651633420475,6.35391621320822,7.0030063683796,7.75433359724333,5.29443896870073,5.50088347496309,10.5443946385936,11.5681285902997,6.73664501227124,6.90230155960087,6.62567587180205,6.82689997074076,8.79096138544234,6.05274405197354,6.08013356665672,6.8436258378711,5.08359337229234,6.88271982268953,4.5587261220656,5.46229797037213,4.80271941609477,6.77007086748609,7.86281549663348,7.39197025964268,5.2771565084731,5.77704997708551,healthy
GSM4043320_NTL025_HTA_2_0.CEL,3.39792687468716,10.1981549118759,4.65215967856827,6.8973275863339,6.51457900761938,4.0439608744787,4.68214103902333,3.48469578867793,4.12643065391296,4.70959247717887,10.6700094486769,4.8190362514121,6.93463710050377,6.73097688649642,7.44845321576291,5.57015210848984,5.90041978992685,10.8636631427216,11.5294870891782,6.59020637947014,6.93098773448669,6.54742094597428,6.82425020554207,8.5520329445647,6.24047549854486,5.41885687044138,6.71861983099605,5.11237067556743,6.37965835420658,4.94975836413874,5.82411535111958,5.82087137497481,6.88157813739447,7.84084347166694,7.84465235761167,4.90181757706054,5.34081594011067,healthy
GSM4043321_NTL026_HTA_2_0.CEL,3.59606235265799,10.403005396943,4.68477208639504,6.87423580156619,6.33106565243686,3.34841364019924,4.39559567077539,2.94247321446203,3.58105019921943,4.44856634475061,10.6827456276887,3.62689912082148,6.80711351467585,6.70162378949347,7.47846561536603,5.57904415261783,5.67983202545371,10.8130164047788,11.6670651588227,6.63522533915429,6.96183903173009,7.06121801896388,7.00975536992055,8.57228627315237,6.32537875845188,5.25432575533861,6.82471598007218,4.57948954950104,6.60356101652241,4.54845869399655,5.7464949192351,4.47944281779339,6.70020846065074,7.10295669231016,7.21497194630668,5.11052000479061,5.99178802653017,healthy
GSM4043322_NTL034_HTA_2_0.CEL,3.50688044250642,10.351998469423,4.58219151288575,7.01320719816791,6.32582358334577,3.35680621870763,4.53963497602071,3.18776057720967,3.69773872566744,4.44154556766957,10.8474557462497,3.61193939861562,7.38680359182836,6.56646901246084,7.63214796120265,5.5819421229873,5.84091143341206,10.8306575736081,11.5898443657657,6.85373013346459,6.72284306009982,6.35445204670674,7.00485872067432,8.57064306399939,6.3401278866788,5.43307567273118,6.37984526551945,5.04305183794276,6.55841321759243,4.83026063995911,5.80178653801672,5.05227385610069,6.92655130910092,7.3012127146681,7.58648214337527,5.40443293341241,5.76122293299342,healthy
GSM4043323_NTL047_HTA_2_0.CEL,3.80209887227067,10.4937435272687,4.65127602258421,6.93557152809536,6.35311984583648,4.61338835216415,4.92407160666674,3.27716556377844,3.96890749428549,4.77174836326476,10.4089962828626,4.8390770223253,6.71352467777596,7.01311642874708,7.36836186549215,5.75576032599846,6.02134396414275,10.4552165201924,11.4809926851897,6.37186323719034,6.73039452206405,6.59812843793491,7.07174912031529,8.48825310077244,6.36243340427173,5.77135484862328,6.77658076307628,4.51727864247013,6.56924449748041,5.4908926841313,5.89497411422964,5.77921621440549,6.82248034498121,7.18436296837438,7.37847243053003,5.00396254145682,5.75256009647788,healthy
GSM4043324_NTL054_HTA_2_0.CEL,3.66999952158672,10.2076894221015,4.63372997281461,6.94942577804691,6.47370430760699,3.51909113551529,4.5120768131746,3.06326688142134,3.69500392300455,4.44495614430754,10.3201901914047,3.84974765911539,6.53276723681626,6.57793988388681,7.61407910247591,5.54804495857215,5.83450015200368,10.2023556985333,11.2700203792729,7.21096446861256,6.95148951501491,6.5176707242902,6.88164840144614,8.5994762085135,6.31522670902045,5.79147045421846,6.6721821306412,4.91794882528419,6.50595913687749,4.941127529854,5.76144113882189,5.37079287147259,6.84808512955796,7.58474537458549,7.5853443228357,4.79920938347149,5.56742907028922,healthy
GSM4043325_NTL068_HTA_2_0.CEL,3.58772129124755,10.3008867177287,4.93517639109319,6.85759668105145,6.43698057980661,3.76134004293605,4.68200832886461,3.29254892585095,3.71257406327144,4.46897276808363,10.9059012542634,3.91532513955636,6.70115690068314,6.47193500604638,7.49676174091756,5.54391104670396,5.80414784282754,10.5128900456528,11.2845520819353,6.89781770820331,6.67841968285094,6.05337278342353,6.96460554162497,8.39830305037567,6.33964381210619,5.81094869355732,6.50482118294227,4.98716036983855,6.38102944826665,5.0249307569738,5.83003706072762,5.00016590983566,6.85443289173407,7.82723197335696,7.24995157730009,4.78763355285069,5.66326332601664,healthy
GSM4043326_NTL070_HTA_2_0.CEL,3.88196338193737,10.5740536869536,4.58501508882718,6.80582611654952,6.3423963356149,3.6272341629642,4.50060522388487,3.09200188240256,3.64922952640109,4.43571524950096,10.8672675865566,3.93173292842948,6.08081677661207,6.47513226298938,7.53287292870009,5.48260588374211,5.65372204582057,10.7954547802431,11.6121672056629,6.51797781318255,6.96686399988888,6.9538814139314,7.02272662574587,8.40189905601698,6.31304430548847,5.14031308461299,6.67250264625086,4.61273311410835,6.66094335305274,4.80147554035081,5.67121333223239,5.00360643067681,6.91262270268527,7.26316525683515,7.62379738350849,4.90231809653012,5.55496383612369,healthy
GSM4043327_NTL083_HTA_2_0.CEL,3.85853956699202,10.4409761499027,4.67915329272345,6.87673589463058,6.53226098967111,3.47316733648499,4.45405851694684,3.16326591020871,3.77032957815023,4.52471482140753,10.7624505737484,3.7628513716133,6.34893203240454,7.0852364986056,7.4293080037833,5.85971295668807,5.93793876715656,10.6604531018321,11.6308622612967,6.6767063717514,6.79068116710543,5.78457271487278,7.1123499456806,8.28611979257686,6.34712964045544,5.78748829714142,6.10126203103355,4.5486828349181,6.39286912107294,4.84820490094395,5.81216003431737,4.60665149623445,6.76275325133679,6.69824100479497,7.15604406007847,4.6136535541336,5.5956037718686,healthy
GSM4043328_NTL088_HTA_2_0.CEL,3.309131778636,9.93641810890689,4.5773549624117,6.78113929821834,6.52734512684012,4.07228818439367,4.8072421625262,3.12956211571745,3.86835066284513,4.67772439193643,11.0397786005602,4.64937090848934,6.52741338780499,6.73492347530188,7.80995629235325,5.35595148805655,5.80177176463374,10.4953829575159,11.4321612364261,7.21944686021911,6.73877811435471,6.71175864644792,6.61584744691383,8.82647063246006,6.19218874849876,5.58093850350997,7.39989420517397,5.39173230529566,6.57712907572056,5.22798621408176,5.78786373781078,5.59667568294142,6.7876855212973,7.64960957165756,7.50887174857249,5.26170304233507,5.76122293299342,healthy
GSM4043329_NTL090_HTA_2_0.CEL,3.93225163887222,10.3263321626483,4.61084926769379,6.55599221758233,6.3909929223242,3.34890730507139,4.56705528305254,3.15720200278566,3.68624683039829,4.52679616155796,10.538745261515,3.48989027391888,7.76470696501288,6.72575420703673,7.58262722611357,5.79746465506087,5.71663281674519,10.4460357064,11.4381582986774,6.6523033970981,6.93250089751631,6.76311717208454,6.86699881115513,8.66259503666115,6.30061183891242,5.54927951163293,6.97534846905215,4.77017315457011,6.64695189409206,4.70770958197988,5.90061502778729,4.63340782169945,6.74602668907054,7.69190533898625,7.22543757336091,4.81378132192751,5.71067529228731,healthy
GSM4043330_NTL091_HTA_2_0.CEL,3.85664457922331,10.2450197202346,4.71190195278246,6.67564375540224,6.52313446348142,3.62253669738176,4.59970659308699,3.04090573375537,3.8028613703704,4.48196174294549,10.7175624724992,4.01168127119915,6.7906334058599,6.7117946527915,7.59402663535932,5.45222816041936,5.82944229641047,10.9440511664464,11.7893892681153,6.72913068537134,6.85969635213993,6.31766814174746,6.96617995252447,8.68694837400852,6.33648276420881,5.78092733162361,6.91163670434556,4.96784585303501,6.58923275798325,4.85310249557023,5.9290420298385,5.16355564409151,6.79037375195887,7.15544034721199,7.31203045102157,5.06463194529002,5.89380236726881,healthy
GSM4043331_NTL092_HTA_2_0.CEL,7.30463238248015,10.0759074766341,4.48255208216376,6.47782444825963,6.21222244194179,4.91801620026056,5.69150107081924,4.10220482451359,5.20610282197339,5.38743857510763,10.105097191237,6.16504077309492,6.02082508450247,7.67911621555263,7.57182364504529,5.90278122996454,6.20237472977653,10.7005288368401,11.5121865253808,7.59101012904303,6.95727344440337,7.02228904890145,6.70977643561012,8.86600839204421,6.13330713346151,5.45259899393358,7.2186530700612,4.76539028518446,6.84611894394633,6.03253681001523,5.88379577389298,6.07626659926435,6.69290641882959,6.98899891480912,7.12953273499233,5.63056425967606,5.84310180845148,healthy
GSM4043332_NTL095_HTA_2_0.CEL,5.10830351227563,10.1085833676787,4.59415750056638,6.50513268813432,6.5448028963272,3.86631809241059,4.68726055020845,3.42136874923849,3.88442440549359,4.86469372181812,10.8166877530498,4.4472924205175,8.11729316725863,6.68285900913195,7.35586370438573,5.78990619742308,5.89856676852837,10.7368820596399,11.6132385290475,6.43864984706206,6.5697649609607,6.95076617970089,6.88049749019395,8.53557096412466,6.42056402933207,5.61710192444255,6.73367751492429,4.91539107630743,6.60389966078147,5.07836285674,5.96857330493897,5.12802551159414,6.61710854898224,7.36911679172209,7.24960862359249,4.98914744433014,5.72188982028044,healthy
GSM4043333_NTL100_HTA_2_0.CEL,3.456533973174,10.4255835716487,4.63758017439726,6.57520580783271,6.36112147792777,3.90638698243455,4.71864926162259,3.25081588847515,3.77231982447667,4.64558415894214,10.9034489294987,3.98379958289294,6.40645396066249,6.66280328062953,7.52519596944527,5.76777625266628,5.93117037518895,10.9853043134963,11.7732049234211,6.3908854803428,6.65599943784841,6.63387971037333,6.93005523833205,8.4799008572341,6.41478451395647,5.30940379023501,7.04312636447707,4.6048340162147,6.62268235246062,5.03075673599381,5.8728855182355,5.24226869116186,6.69819860842182,7.09578458721947,7.24875816114639,4.99186727265509,5.62234849711028,healthy
GSM4043334_NTL116_HTA_2_0.CEL,3.5001254010736,10.5312814647743,4.78459286969855,6.54377290386434,6.45213875631584,3.49540370460021,4.59409232065353,3.16810745674825,3.82385606920289,4.43015847617308,10.877861718657,3.74395100916952,6.72291340456917,6.83385429272936,7.43557668282733,5.69554241603631,5.94091120014805,10.8546786116074,11.6777640257628,6.12312787905378,6.75369700732681,6.81270473832477,6.97803567426323,8.38556502026622,6.41907436812416,5.44517211476783,6.1353223427154,4.67329639497112,6.51098568007369,4.83194332230088,5.88327969411081,4.55534686776189,6.66878566403921,7.2889389209082,7.27501097607715,4.88551456718504,5.69724200567077,healthy
GSM4043335_NTL117_HTA_2_0.CEL,4.15948342215349,10.5141369984256,4.56896184761582,6.56793267624195,6.21304502779673,3.34434296877979,4.48111420061073,3.03706892511548,3.48049026281013,4.27382060852845,10.4763717156499,3.47422389053953,7.11526066178178,6.88745644447732,7.75943568043877,5.75785778589837,5.6611458084488,10.9864975045624,11.8647705458233,6.37165948144799,6.97605924745731,7.00476718030655,6.90891540382151,8.67795947415131,6.20764486394994,5.18082531202187,7.26780627978105,4.24418039925975,6.76437018490836,4.48787497615683,5.61329776264879,4.79111409025337,6.63450417307699,6.8523516999991,7.48314275440964,5.10835233957862,5.76660654467094,healthy
GSM4043336_NTL121_HTA_2_0.CEL,3.50265967062422,10.5220488162203,4.67264215277605,6.78531851799812,6.35483348195127,4.18403912950252,4.80804687037724,3.27696859791076,3.83957277301117,4.62825665599319,10.6780552641351,4.53118026768534,6.0670295411999,6.79935539281436,7.82842537257366,5.58211157863612,5.95643654585438,10.8895857113387,11.8807813958661,6.8062669507255,6.8901148257257,6.33752642129222,7.03881875371744,8.44701573031763,6.36703671039803,5.55134659769025,6.41338013765478,4.68756467956772,6.66955399094171,5.03906076495992,5.76181801621909,5.43349744625639,6.88486930392128,6.84391965454138,7.7075142497996,5.04104839679907,5.82391016693691,healthy
GSM4043337_NTL173_HTA_2_0.CEL,3.67193304454076,10.077480736116,4.55431033326058,6.58081649914049,6.30893918577706,3.25998754804361,4.45459577273052,3.07559485961601,3.65913359711611,4.34698851673347,11.3142681297057,3.79503279130387,7.5939720862393,6.72267414617985,7.52160961552118,5.55537438265781,5.70630336141344,11.2588312559989,11.7614113451257,6.85860381275023,6.97561639601792,6.88746117729345,6.78537198976547,8.84891232746632,6.18831559942815,5.80438709798295,6.92441518416115,4.59617051893507,6.60381748707742,4.63080624648999,5.69092683245158,4.81770517725078,6.68369975163289,7.68443911824292,7.49262246844376,4.99576086378012,5.86368024845884,healthy
GSM4043338_NTL188_HTA_2_0.CEL,4.21955791781342,10.3173656326859,4.76974195955251,6.64968772720415,6.37191056100792,3.79259377280545,4.64608716120234,3.10828223195154,3.86200149914918,4.70350715438201,11.1172926652926,4.07833812252022,6.65003489887599,6.63580507685902,7.47289111144376,5.4906656110892,5.92696109077616,11.0953161256276,11.5519787215513,6.49970172117476,6.92801368091305,6.04075447309301,6.91775527139263,8.50373352961252,6.34856848000044,5.76868902593686,6.93778803950913,4.69592241419288,6.55841321759243,4.86319209407628,5.81340886691852,5.13592128434141,6.88303758040939,7.28104191508333,7.47067052693459,4.99654447600428,5.6393699176629,healthy
GSM4043339_NTL190_HTA_2_0.CEL,3.51983499070645,10.0913818822337,4.664511596859,6.65355435064899,6.12640611604604,3.75811051798932,4.56388262013835,3.21791413936606,3.90487235987739,4.47701071315859,10.7323152310467,4.26715352604149,6.95964020327443,6.77194880546877,7.70634431960027,5.41012070812852,5.46143369178942,10.9488638668083,11.8893390096381,7.02286714430313,6.86552257173036,7.13731028507202,6.5536436782417,8.9611201975584,6.01457961715006,5.63882688222977,8.00770428322961,4.70072339555067,6.95195671266358,4.9127228453643,5.4623558955012,5.57304079525443,6.65868543043514,7.07388362745604,7.72371020033056,5.32270663400718,5.89169950765807,healthy
GSM4043340_NTL191_HTA_2_0.CEL,3.61203831020187,10.1446436920301,4.56138075048429,6.83718703757374,6.2894306017968,4.33405029920028,4.63495045275236,3.26819977900332,3.92070511784264,4.50948646028962,10.1855670409931,4.61073807001719,6.68319034369751,7.0963892122065,7.596688602105,5.33242734893451,5.67966943118827,11.1849334067924,11.8727805103447,7.20874324383369,7.07164924844808,7.14430903986895,6.74264733239093,8.76267983688999,6.0661545441203,5.38553591448928,6.87363849432295,4.8443130943307,6.74855000720106,5.1212054817451,5.63521720865062,5.65758113826711,6.68561906213214,7.03807599159668,7.72952605501878,5.3894960884465,6.11855480165956,healthy
GSM4043341_NTL192_HTA_2_0.CEL,3.43595376655831,10.0260115266147,4.42878037515855,6.64056015215554,6.58545495195079,3.66891914183691,4.58785664120515,3.2283848003017,3.83326591239052,4.51993754990905,10.8212057327027,4.07966896267851,6.88044682732987,6.72719680122942,7.51798991489107,5.33596299498734,5.56768659249292,11.0716472474358,11.7569534332158,7.08369140731016,6.77838323784108,6.709791894304,6.65602497430809,8.72222452156364,6.13918995545445,6.16000094332318,7.47459665936666,4.82655890507293,6.58869622633661,4.87737340908269,5.79713956926417,5.16790107030346,6.81002083208863,7.96295602413764,7.5087804147914,5.37300256665526,5.9290041844005,healthy
GSM4043342_NTL193_HTA_2_0.CEL,3.74699550549886,10.230027049109,4.69459661198876,6.72752813862173,6.33578728768779,3.70400450076258,4.57227691693758,3.37869185948458,3.77847150420267,4.54984164585203,10.8611405069275,4.19880930679473,7.26303634734251,6.76491526505178,7.67321614115934,5.36198486541497,5.75989977018206,10.9782656533532,11.4067706520253,6.67375647436779,6.92663855099274,6.78083469126574,6.70708645507068,8.61619630206403,6.2546922513604,6.03247477038737,7.52595199087919,4.69835626877162,6.66427545982523,4.93688974461604,5.74825873685247,5.44649353267195,6.83367253053921,7.02833211603467,7.62536368437429,5.00975624173572,5.56644835790809,healthy
GSM4043343_NTL200_HTA_2_0.CEL,3.46027767863074,10.2477542772258,4.65140253206485,6.76113769163097,6.50576588729806,3.48245912667034,4.49353026012772,3.19782834372572,3.83159079355421,4.53270280100014,10.9550259873095,3.76320100703698,8.01642572994544,6.67016395119314,7.36438640574042,5.58141125579695,5.58173875082677,10.6944236196806,11.6406186677145,6.91965058258341,6.71325144666071,7.00481289059148,6.80315305880506,8.72700844150978,6.2121367993409,5.27483801609144,7.48217365090617,5.13082777728095,6.69079433410095,4.86924935485621,5.7998391554252,4.76486066046393,6.7741557642697,7.73856505694177,7.33623778402675,5.52021030023769,5.63686681294711,healthy
GSM4043344_NTL201_HTA_2_0.CEL,3.39659495365863,10.1354436789047,4.64783077616557,6.78454631393219,6.36082950998573,3.18615397484656,4.34202409773216,2.83254386342774,3.60342732919122,4.3001157710388,10.5968219936112,3.86828932115434,6.00394327616987,6.8152730471278,7.71176740789216,5.16467315748625,5.45298544876369,10.4835401459719,11.5437795004671,7.04628227124589,7.04369624705564,6.55665618194262,6.73214765745101,8.71193074260838,6.02714227323163,6.00525761444779,7.42751012862689,4.95495165106018,6.95225734343134,4.78202313304605,5.56680750542213,4.95138964163464,6.74289121924502,7.36473851452782,7.34774148028422,5.10138704928463,5.71291169604694,healthy
